userId,summary,skills,projects,experience,education,hired,job_description
78671277-0f47-4754-b7da-3004a92c46c1,Experienced in AI and backend development.,"[{'name': 'Docker', 'level': 1}, {'name': 'Node.js', 'level': 2}, {'name': 'AWS', 'level': 2}, {'name': 'React.js', 'level': 1}, {'name': 'JavaScript', 'level': 3}]","[{'name': 'E-commerce Platform', 'description': 'Developed a scalable e-commerce solution with secure payments.', 'isVerified': False}]","Web Developer at Amazon (Mar 2020 - Sep 2023):
- Created dynamic React applications.
- Worked with AWS Lambda for serverless computing.","{'institution': 'Harvard', 'degree': 'M.Sc in Data Science', 'gpa': 3.9, 'honors': 'Cum Laude'}",0,"Machine Learning Engineer: Develop AI models for predictive analytics, NLP, and computer vision."
4d0dcd4b-afb7-44e4-94dd-087dd7fe2540,Experienced in AI and backend development.,"[{'name': 'Docker', 'level': 1}, {'name': 'Machine Learning', 'level': 3}, {'name': 'Node.js', 'level': 2}]","[{'name': 'AI Chatbot', 'description': 'Implemented a chatbot for customer service automation.', 'isVerified': True}, {'name': 'Cloud-Based CRM', 'description': 'Designed a CRM system with cloud deployment.', 'isVerified': False}, {'name': 'E-commerce Platform', 'description': 'Developed a scalable e-commerce solution with secure payments.', 'isVerified': False}]","Software Engineer at Google (Jan 2021 - Dec 2023):
- Built AI-powered search algorithms.
- Developed REST APIs using Flask and FastAPI.
- Integrated cloud computing services.","{'institution': 'MIT', 'degree': 'M.Sc in AI', 'gpa': 3.95, 'honors': 'Summa Cum Laude'}",1,Cloud Engineer: Manage cloud infrastructure and DevOps pipelines with AWS and Docker.
26fbab8f-9016-49d2-9f2a-93e914cc8fdb,Experienced in AI and backend development.,"[{'name': 'AWS', 'level': 2}, {'name': 'Python', 'level': 2}, {'name': 'React.js', 'level': 1}]","[{'name': 'Automated Resume Parser', 'description': 'Built an NLP-based resume parsing tool for hiring automation.', 'isVerified': True}]","Web Developer at Amazon (Mar 2020 - Sep 2023):
- Created dynamic React applications.
- Worked with AWS Lambda for serverless computing.","{'institution': 'Stanford University', 'degree': 'B.Sc in Computer Science', 'gpa': 3.85, 'honors': 'Magna Cum Laude'}",0,"Data Scientist: Analyze large datasets using Python, Pandas, and TensorFlow."
0be4a82a-2d2c-437b-aa43-a9290654f4a2,Experienced in AI and backend development.,"[{'name': 'Node.js', 'level': 2}, {'name': 'Machine Learning', 'level': 3}]","[{'name': 'Automated Resume Parser', 'description': 'Built an NLP-based resume parsing tool for hiring automation.', 'isVerified': True}]","Software Engineer at Google (Jan 2021 - Dec 2023):
- Built AI-powered search algorithms.
- Developed REST APIs using Flask and FastAPI.
- Integrated cloud computing services.","{'institution': 'Harvard', 'degree': 'M.Sc in Data Science', 'gpa': 3.9, 'honors': 'Cum Laude'}",0,"Data Scientist: Analyze large datasets using Python, Pandas, and TensorFlow."
2b4efddd-ac65-4bed-9c94-ca569e52c68f,Experienced in AI and backend development.,"[{'name': 'Docker', 'level': 1}, {'name': 'SQL', 'level': 2}, {'name': 'Node.js', 'level': 2}, {'name': 'JavaScript', 'level': 3}]","[{'name': 'Cloud-Based CRM', 'description': 'Designed a CRM system with cloud deployment.', 'isVerified': False}, {'name': 'Automated Resume Parser', 'description': 'Built an NLP-based resume parsing tool for hiring automation.', 'isVerified': True}]","Web Developer at Amazon (Mar 2020 - Sep 2023):
- Created dynamic React applications.
- Worked with AWS Lambda for serverless computing.","{'institution': 'MIT', 'degree': 'M.Sc in AI', 'gpa': 3.95, 'honors': 'Summa Cum Laude'}",1,"Machine Learning Engineer: Develop AI models for predictive analytics, NLP, and computer vision."
4243d1de-afc2-4d9e-b607-b22064c8fa4f,Experienced in AI and backend development.,"[{'name': 'Machine Learning', 'level': 3}, {'name': 'AWS', 'level': 2}, {'name': 'Docker', 'level': 1}, {'name': 'Python', 'level': 2}]","[{'name': 'Automated Resume Parser', 'description': 'Built an NLP-based resume parsing tool for hiring automation.', 'isVerified': True}, {'name': 'E-commerce Platform', 'description': 'Developed a scalable e-commerce solution with secure payments.', 'isVerified': False}]","Web Developer at Amazon (Mar 2020 - Sep 2023):
- Created dynamic React applications.
- Worked with AWS Lambda for serverless computing.","{'institution': 'MIT', 'degree': 'M.Sc in AI', 'gpa': 3.95, 'honors': 'Summa Cum Laude'}",0,"Data Scientist: Analyze large datasets using Python, Pandas, and TensorFlow."
ba7d33a4-f8bd-4513-8891-3591fe8cda2a,Experienced in AI and backend development.,"[{'name': 'Python', 'level': 2}, {'name': 'React.js', 'level': 1}, {'name': 'SQL', 'level': 2}]","[{'name': 'Cloud-Based CRM', 'description': 'Designed a CRM system with cloud deployment.', 'isVerified': False}, {'name': 'AI Chatbot', 'description': 'Implemented a chatbot for customer service automation.', 'isVerified': True}]","Web Developer at Amazon (Mar 2020 - Sep 2023):
- Created dynamic React applications.
- Worked with AWS Lambda for serverless computing.","{'institution': 'Stanford University', 'degree': 'B.Sc in Computer Science', 'gpa': 3.85, 'honors': 'Magna Cum Laude'}",0,"Machine Learning Engineer: Develop AI models for predictive analytics, NLP, and computer vision."
ed3ac5e0-5bbb-40ab-a831-26aa3c8bdeab,Experienced in AI and backend development.,"[{'name': 'JavaScript', 'level': 3}, {'name': 'Node.js', 'level': 2}]","[{'name': 'AI Chatbot', 'description': 'Implemented a chatbot for customer service automation.', 'isVerified': True}, {'name': 'Automated Resume Parser', 'description': 'Built an NLP-based resume parsing tool for hiring automation.', 'isVerified': True}, {'name': 'E-commerce Platform', 'description': 'Developed a scalable e-commerce solution with secure payments.', 'isVerified': False}]","Web Developer at Amazon (Mar 2020 - Sep 2023):
- Created dynamic React applications.
- Worked with AWS Lambda for serverless computing.","{'institution': 'Harvard', 'degree': 'M.Sc in Data Science', 'gpa': 3.9, 'honors': 'Cum Laude'}",1,Cloud Engineer: Manage cloud infrastructure and DevOps pipelines with AWS and Docker.
42081ae0-b49e-46de-b7be-4ebc5a35393b,Experienced in AI and backend development.,"[{'name': 'JavaScript', 'level': 3}, {'name': 'React.js', 'level': 1}, {'name': 'AWS', 'level': 2}, {'name': 'Machine Learning', 'level': 3}]","[{'name': 'Cloud-Based CRM', 'description': 'Designed a CRM system with cloud deployment.', 'isVerified': False}, {'name': 'AI Chatbot', 'description': 'Implemented a chatbot for customer service automation.', 'isVerified': True}, {'name': 'Automated Resume Parser', 'description': 'Built an NLP-based resume parsing tool for hiring automation.', 'isVerified': True}]","Software Engineer at Google (Jan 2021 - Dec 2023):
- Built AI-powered search algorithms.
- Developed REST APIs using Flask and FastAPI.
- Integrated cloud computing services.","{'institution': 'Stanford University', 'degree': 'B.Sc in Computer Science', 'gpa': 3.85, 'honors': 'Magna Cum Laude'}",0,"Full-Stack Developer: Work with React.js, Node.js, and AWS to build scalable web applications."
80d76f56-711b-4efc-9438-a3c8c1e2b4f8,Experienced in AI and backend development.,"[{'name': 'Python', 'level': 2}, {'name': 'Node.js', 'level': 2}, {'name': 'JavaScript', 'level': 3}, {'name': 'SQL', 'level': 2}, {'name': 'AWS', 'level': 2}]","[{'name': 'AI Chatbot', 'description': 'Implemented a chatbot for customer service automation.', 'isVerified': True}]","Web Developer at Amazon (Mar 2020 - Sep 2023):
- Created dynamic React applications.
- Worked with AWS Lambda for serverless computing.","{'institution': 'Harvard', 'degree': 'M.Sc in Data Science', 'gpa': 3.9, 'honors': 'Cum Laude'}",0,"Data Scientist: Analyze large datasets using Python, Pandas, and TensorFlow."
07481c80-2293-4356-95ac-4f921e2246cf,Experienced in AI and backend development.,"[{'name': 'Python', 'level': 2}, {'name': 'Node.js', 'level': 2}, {'name': 'JavaScript', 'level': 3}, {'name': 'Machine Learning', 'level': 3}]","[{'name': 'Automated Resume Parser', 'description': 'Built an NLP-based resume parsing tool for hiring automation.', 'isVerified': True}]","Software Engineer at Google (Jan 2021 - Dec 2023):
- Built AI-powered search algorithms.
- Developed REST APIs using Flask and FastAPI.
- Integrated cloud computing services.","{'institution': 'Stanford University', 'degree': 'B.Sc in Computer Science', 'gpa': 3.85, 'honors': 'Magna Cum Laude'}",0,Cloud Engineer: Manage cloud infrastructure and DevOps pipelines with AWS and Docker.
a3cadc0c-47d0-4073-8774-1af493c575d4,Experienced in AI and backend development.,"[{'name': 'Machine Learning', 'level': 3}, {'name': 'JavaScript', 'level': 3}, {'name': 'Node.js', 'level': 2}, {'name': 'React.js', 'level': 1}]","[{'name': 'AI Chatbot', 'description': 'Implemented a chatbot for customer service automation.', 'isVerified': True}]","Web Developer at Amazon (Mar 2020 - Sep 2023):
- Created dynamic React applications.
- Worked with AWS Lambda for serverless computing.","{'institution': 'MIT', 'degree': 'M.Sc in AI', 'gpa': 3.95, 'honors': 'Summa Cum Laude'}",0,Cloud Engineer: Manage cloud infrastructure and DevOps pipelines with AWS and Docker.
84df0416-d0a6-4722-92cb-635792b576b6,Experienced in AI and backend development.,"[{'name': 'React.js', 'level': 1}, {'name': 'Node.js', 'level': 2}, {'name': 'SQL', 'level': 2}, {'name': 'Python', 'level': 2}, {'name': 'AWS', 'level': 2}]","[{'name': 'E-commerce Platform', 'description': 'Developed a scalable e-commerce solution with secure payments.', 'isVerified': False}]","Software Engineer at Google (Jan 2021 - Dec 2023):
- Built AI-powered search algorithms.
- Developed REST APIs using Flask and FastAPI.
- Integrated cloud computing services.","{'institution': 'Stanford University', 'degree': 'B.Sc in Computer Science', 'gpa': 3.85, 'honors': 'Magna Cum Laude'}",0,"Machine Learning Engineer: Develop AI models for predictive analytics, NLP, and computer vision."
f34ce3c0-ed97-469d-aafa-0cd6815f3842,Experienced in AI and backend development.,"[{'name': 'AWS', 'level': 2}, {'name': 'Node.js', 'level': 2}]","[{'name': 'Cloud-Based CRM', 'description': 'Designed a CRM system with cloud deployment.', 'isVerified': False}, {'name': 'Automated Resume Parser', 'description': 'Built an NLP-based resume parsing tool for hiring automation.', 'isVerified': True}]","Software Engineer at Google (Jan 2021 - Dec 2023):
- Built AI-powered search algorithms.
- Developed REST APIs using Flask and FastAPI.
- Integrated cloud computing services.","{'institution': 'MIT', 'degree': 'M.Sc in AI', 'gpa': 3.95, 'honors': 'Summa Cum Laude'}",0,"Full-Stack Developer: Work with React.js, Node.js, and AWS to build scalable web applications."
cba76136-6eee-4dab-b9ce-cfe19fda3754,Experienced in AI and backend development.,"[{'name': 'Machine Learning', 'level': 3}, {'name': 'Python', 'level': 2}, {'name': 'JavaScript', 'level': 3}]","[{'name': 'AI Chatbot', 'description': 'Implemented a chatbot for customer service automation.', 'isVerified': True}]","Data Scientist at Microsoft (May 2018 - Jul 2022):
- Developed machine learning models for analytics.
- Used Python and TensorFlow for deep learning.","{'institution': 'Stanford University', 'degree': 'B.Sc in Computer Science', 'gpa': 3.85, 'honors': 'Magna Cum Laude'}",1,"Data Scientist: Analyze large datasets using Python, Pandas, and TensorFlow."
e0a4fc7a-9694-4916-aa7d-067f46b2e4e1,Experienced in AI and backend development.,"[{'name': 'SQL', 'level': 2}, {'name': 'React.js', 'level': 1}, {'name': 'AWS', 'level': 2}]","[{'name': 'E-commerce Platform', 'description': 'Developed a scalable e-commerce solution with secure payments.', 'isVerified': False}]","Software Engineer at Google (Jan 2021 - Dec 2023):
- Built AI-powered search algorithms.
- Developed REST APIs using Flask and FastAPI.
- Integrated cloud computing services.","{'institution': 'Stanford University', 'degree': 'B.Sc in Computer Science', 'gpa': 3.85, 'honors': 'Magna Cum Laude'}",1,"Full-Stack Developer: Work with React.js, Node.js, and AWS to build scalable web applications."
63527257-c146-4a11-ba52-f9ba68e5fc3a,Experienced in AI and backend development.,"[{'name': 'SQL', 'level': 2}, {'name': 'AWS', 'level': 2}, {'name': 'JavaScript', 'level': 3}]","[{'name': 'Cloud-Based CRM', 'description': 'Designed a CRM system with cloud deployment.', 'isVerified': False}, {'name': 'Automated Resume Parser', 'description': 'Built an NLP-based resume parsing tool for hiring automation.', 'isVerified': True}, {'name': 'E-commerce Platform', 'description': 'Developed a scalable e-commerce solution with secure payments.', 'isVerified': False}]","Data Scientist at Microsoft (May 2018 - Jul 2022):
- Developed machine learning models for analytics.
- Used Python and TensorFlow for deep learning.","{'institution': 'MIT', 'degree': 'M.Sc in AI', 'gpa': 3.95, 'honors': 'Summa Cum Laude'}",0,"Machine Learning Engineer: Develop AI models for predictive analytics, NLP, and computer vision."
3a6cc2c7-b7e2-4eaa-849a-6d7d4c2eb4cc,Experienced in AI and backend development.,"[{'name': 'JavaScript', 'level': 3}, {'name': 'Docker', 'level': 1}, {'name': 'SQL', 'level': 2}]","[{'name': 'Cloud-Based CRM', 'description': 'Designed a CRM system with cloud deployment.', 'isVerified': False}]","Software Engineer at Google (Jan 2021 - Dec 2023):
- Built AI-powered search algorithms.
- Developed REST APIs using Flask and FastAPI.
- Integrated cloud computing services.","{'institution': 'Stanford University', 'degree': 'B.Sc in Computer Science', 'gpa': 3.85, 'honors': 'Magna Cum Laude'}",1,"Full-Stack Developer: Work with React.js, Node.js, and AWS to build scalable web applications."
f7a83794-ff62-41e6-9026-53aac625c2a5,Experienced in AI and backend development.,"[{'name': 'SQL', 'level': 2}, {'name': 'AWS', 'level': 2}, {'name': 'Machine Learning', 'level': 3}, {'name': 'Python', 'level': 2}, {'name': 'Docker', 'level': 1}]","[{'name': 'AI Chatbot', 'description': 'Implemented a chatbot for customer service automation.', 'isVerified': True}]","Software Engineer at Google (Jan 2021 - Dec 2023):
- Built AI-powered search algorithms.
- Developed REST APIs using Flask and FastAPI.
- Integrated cloud computing services.","{'institution': 'MIT', 'degree': 'M.Sc in AI', 'gpa': 3.95, 'honors': 'Summa Cum Laude'}",0,"Full-Stack Developer: Work with React.js, Node.js, and AWS to build scalable web applications."
f0c04339-b29b-45b1-bfeb-bfc8df776aa7,Experienced in AI and backend development.,"[{'name': 'Machine Learning', 'level': 3}, {'name': 'SQL', 'level': 2}, {'name': 'React.js', 'level': 1}, {'name': 'Docker', 'level': 1}, {'name': 'Node.js', 'level': 2}]","[{'name': 'AI Chatbot', 'description': 'Implemented a chatbot for customer service automation.', 'isVerified': True}]","Web Developer at Amazon (Mar 2020 - Sep 2023):
- Created dynamic React applications.
- Worked with AWS Lambda for serverless computing.","{'institution': 'Harvard', 'degree': 'M.Sc in Data Science', 'gpa': 3.9, 'honors': 'Cum Laude'}",0,"Machine Learning Engineer: Develop AI models for predictive analytics, NLP, and computer vision."
914b1b1b-d309-417b-a64e-dd92e23b5f68,Experienced in AI and backend development.,"[{'name': 'Node.js', 'level': 2}, {'name': 'Machine Learning', 'level': 3}, {'name': 'Docker', 'level': 1}]","[{'name': 'E-commerce Platform', 'description': 'Developed a scalable e-commerce solution with secure payments.', 'isVerified': False}]","Data Scientist at Microsoft (May 2018 - Jul 2022):
- Developed machine learning models for analytics.
- Used Python and TensorFlow for deep learning.","{'institution': 'Stanford University', 'degree': 'B.Sc in Computer Science', 'gpa': 3.85, 'honors': 'Magna Cum Laude'}",0,"Full-Stack Developer: Work with React.js, Node.js, and AWS to build scalable web applications."
80aa3c31-6cc7-4293-aafd-f8f987377e09,Experienced in AI and backend development.,"[{'name': 'Machine Learning', 'level': 3}, {'name': 'Node.js', 'level': 2}, {'name': 'React.js', 'level': 1}, {'name': 'SQL', 'level': 2}, {'name': 'AWS', 'level': 2}]","[{'name': 'Automated Resume Parser', 'description': 'Built an NLP-based resume parsing tool for hiring automation.', 'isVerified': True}, {'name': 'AI Chatbot', 'description': 'Implemented a chatbot for customer service automation.', 'isVerified': True}, {'name': 'Cloud-Based CRM', 'description': 'Designed a CRM system with cloud deployment.', 'isVerified': False}]","Software Engineer at Google (Jan 2021 - Dec 2023):
- Built AI-powered search algorithms.
- Developed REST APIs using Flask and FastAPI.
- Integrated cloud computing services.","{'institution': 'MIT', 'degree': 'M.Sc in AI', 'gpa': 3.95, 'honors': 'Summa Cum Laude'}",1,Cloud Engineer: Manage cloud infrastructure and DevOps pipelines with AWS and Docker.
8e6402d9-29d1-4c60-8bc8-6412e4b7ec4c,Experienced in AI and backend development.,"[{'name': 'SQL', 'level': 2}, {'name': 'Machine Learning', 'level': 3}, {'name': 'React.js', 'level': 1}, {'name': 'AWS', 'level': 2}]","[{'name': 'Cloud-Based CRM', 'description': 'Designed a CRM system with cloud deployment.', 'isVerified': False}, {'name': 'AI Chatbot', 'description': 'Implemented a chatbot for customer service automation.', 'isVerified': True}]","Data Scientist at Microsoft (May 2018 - Jul 2022):
- Developed machine learning models for analytics.
- Used Python and TensorFlow for deep learning.","{'institution': 'Harvard', 'degree': 'M.Sc in Data Science', 'gpa': 3.9, 'honors': 'Cum Laude'}",1,"Data Scientist: Analyze large datasets using Python, Pandas, and TensorFlow."
b6a632b9-ad9a-4f9b-923c-9b4b7689c539,Experienced in AI and backend development.,"[{'name': 'SQL', 'level': 2}, {'name': 'React.js', 'level': 1}, {'name': 'JavaScript', 'level': 3}, {'name': 'Machine Learning', 'level': 3}]","[{'name': 'AI Chatbot', 'description': 'Implemented a chatbot for customer service automation.', 'isVerified': True}, {'name': 'E-commerce Platform', 'description': 'Developed a scalable e-commerce solution with secure payments.', 'isVerified': False}]","Web Developer at Amazon (Mar 2020 - Sep 2023):
- Created dynamic React applications.
- Worked with AWS Lambda for serverless computing.","{'institution': 'MIT', 'degree': 'M.Sc in AI', 'gpa': 3.95, 'honors': 'Summa Cum Laude'}",0,Cloud Engineer: Manage cloud infrastructure and DevOps pipelines with AWS and Docker.
e30a77cf-ae81-4c92-a42d-7a54592d3783,Experienced in AI and backend development.,"[{'name': 'Machine Learning', 'level': 3}, {'name': 'JavaScript', 'level': 3}]","[{'name': 'Cloud-Based CRM', 'description': 'Designed a CRM system with cloud deployment.', 'isVerified': False}]","Web Developer at Amazon (Mar 2020 - Sep 2023):
- Created dynamic React applications.
- Worked with AWS Lambda for serverless computing.","{'institution': 'MIT', 'degree': 'M.Sc in AI', 'gpa': 3.95, 'honors': 'Summa Cum Laude'}",0,"Machine Learning Engineer: Develop AI models for predictive analytics, NLP, and computer vision."
30b25a35-52b4-48ad-b8bf-3ff497b670d1,Experienced in AI and backend development.,"[{'name': 'Docker', 'level': 1}, {'name': 'Node.js', 'level': 2}, {'name': 'AWS', 'level': 2}, {'name': 'JavaScript', 'level': 3}, {'name': 'SQL', 'level': 2}]","[{'name': 'AI Chatbot', 'description': 'Implemented a chatbot for customer service automation.', 'isVerified': True}]","Web Developer at Amazon (Mar 2020 - Sep 2023):
- Created dynamic React applications.
- Worked with AWS Lambda for serverless computing.","{'institution': 'Harvard', 'degree': 'M.Sc in Data Science', 'gpa': 3.9, 'honors': 'Cum Laude'}",1,Cloud Engineer: Manage cloud infrastructure and DevOps pipelines with AWS and Docker.
f599da9a-cca0-4ec9-a7f3-f49825338e01,Experienced in AI and backend development.,"[{'name': 'Docker', 'level': 1}, {'name': 'Node.js', 'level': 2}, {'name': 'SQL', 'level': 2}, {'name': 'Machine Learning', 'level': 3}]","[{'name': 'Cloud-Based CRM', 'description': 'Designed a CRM system with cloud deployment.', 'isVerified': False}, {'name': 'E-commerce Platform', 'description': 'Developed a scalable e-commerce solution with secure payments.', 'isVerified': False}, {'name': 'AI Chatbot', 'description': 'Implemented a chatbot for customer service automation.', 'isVerified': True}]","Software Engineer at Google (Jan 2021 - Dec 2023):
- Built AI-powered search algorithms.
- Developed REST APIs using Flask and FastAPI.
- Integrated cloud computing services.","{'institution': 'MIT', 'degree': 'M.Sc in AI', 'gpa': 3.95, 'honors': 'Summa Cum Laude'}",0,Cloud Engineer: Manage cloud infrastructure and DevOps pipelines with AWS and Docker.
df8311a8-3cc4-488d-b1f2-fcccc227c3b2,Experienced in AI and backend development.,"[{'name': 'SQL', 'level': 2}, {'name': 'AWS', 'level': 2}, {'name': 'Node.js', 'level': 2}, {'name': 'React.js', 'level': 1}, {'name': 'Python', 'level': 2}]","[{'name': 'AI Chatbot', 'description': 'Implemented a chatbot for customer service automation.', 'isVerified': True}, {'name': 'Cloud-Based CRM', 'description': 'Designed a CRM system with cloud deployment.', 'isVerified': False}]","Data Scientist at Microsoft (May 2018 - Jul 2022):
- Developed machine learning models for analytics.
- Used Python and TensorFlow for deep learning.","{'institution': 'MIT', 'degree': 'M.Sc in AI', 'gpa': 3.95, 'honors': 'Summa Cum Laude'}",0,"Data Scientist: Analyze large datasets using Python, Pandas, and TensorFlow."
